origin,review_status,game_id,game_name,category_id,category_name,item_id,kind,prompt,answers_or_aliases,reason
ORIGINAL,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-13,question,ما الحلوى التي تعتمد بشكل أساسي على الجبن وتُقدم ككيكة؟,تشيز كيك | Cheesecake | Cheese cake,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,FIX,fast-answer,أسرع إجابة,food,أكلات,food-14,question,ما الفاكهة الكبيرة ذات القشرة الخضراء والداخل الأحمر غالبًا؟,بطيخ | حبحب,ORIGINAL. الإجابة العربية جيدة غالبًا لكن التغطية الإنجليزية ناقصة.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-15,question,ما الفاكهة ذات القشرة الخشنة والتاج الورقي؟,أناناس | Pineapple,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-16,question,ما الفاكهة الحمراء الصغيرة التي تحمل بذورها على سطحها؟,فراولة | Strawberry,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-17,question,ما الطعام الذي يُصنع من حبوب الذرة عند تسخينها حتى تنفجر؟,فشار | بوشار | Popcorn,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-mandi,question,ما طبق الأرز واللحم الذي يُطهى غالبًا في التنور؟,مندي | Mandi,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-harees,question,ما الأكلة الخليجية من القمح المهروس واللحم؟,هريس | Harees,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-dates,question,ما الفاكهة التي تُقدم غالبًا مع القهوة العربية؟,تمر | Dates,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,FIX,fast-answer,أسرع إجابة,food,أكلات,food-arabic-coffee,question,ما المشروب الذي يُسكب في فنجان صغير مع الهيل؟,قهوة عربية | قهوة | Coffee,NEW. يقبل «قهوة» وهو أوسع من قهوة عربية.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-kunafa,question,ما الحلوى بالجبن أو القشطة والقطر؟,كنافة | Kunafa,NEW. الجبن/القشطة والقطر ينطبق على قطايف وغيرها.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-baklava,question,ما الحلوى الرقائقية المحشوة بالمكسرات والقطر؟,بقلاوة | Baklava,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-luqaimat,question,ما الحلوى الخليجية المقليّة على شكل كرات مع الدبس؟,لقيمات | Luqaimat,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-mutabbaq,question,ما العجينة المقليّة المحشوة لحمًا أو جبنًا والمشهورة في جدة؟,مطبق | Mutabbaq,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,FIX,fast-answer,أسرع إجابة,food,أكلات,food-hummus,question,ما الغموس المصنوع من الحمص والطحينة؟,حمص | Hummus,NEW. نص السؤال يحتوي الإجابة بعد التطبيع.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-mansaf,question,ما طبق الأرز واللحم باللبن الأشهر في الأردن؟,منسف | Mansaf,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-koshari,question,ما طبق الأرز والعدس والمكرونة الشهير في مصر؟,كشري | Koshari,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-molokhia,question,ما طبق الورق الأخضر الذي يُطبخ مع الدجاج أو اللحم؟,ملوخية | Molokhia,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-biryani,question,ما طبق الأرز المتبّل الشهير في الهند والخليج؟,برياني | Biryani,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-chocolate,question,ما الحلوى البنية المصنوعة من الكاكاو؟,شوكولاتة | Chocolate,NEW. «الحلوى البنية من الكاكاو» سهل وحشوي.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-mango,question,ما الفاكهة الاستوائية الصفراء ذات النواة الكبيرة؟,مانجو | Mango,NEW. وصف مانجو بصري؛ حشو فواكه.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-banana,question,ما الفاكهة الصفراء المقوّسة التي تُقشر باليد؟,موز | Banana,NEW. وصف الموز المقوّس أصعب ما فيه أنه سهل زيادة؛ حشو فواكه.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-apple,question,ما الفاكهة البيضاء من الداخل وقشرتها حمراء أو خضراء؟,تفاح | Apple,NEW. وصف التفاح البصري حشو سهل جدًا.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-karak,question,ما الشاي المغلي بالحليب والهال المنتشر في الخليج؟,كرك | شاي كرك | Karak,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-labneh,question,ما منتج الحليب الكثيف الذي يُقدم مع زيت الزيتون والزعتر؟,لبنة | Labneh,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-olive,question,ما الثمرة الصغيرة التي يُعصر منها زيت المائدة الشهير؟,زيتون | Olive,NEW. «الثمرة التي يُعصر منها الزيت» يكاد يكشف زيتون.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-pasta,question,ما الطعام الإيطالي المصنوع من القمح على أشكال مختلفة؟,معكرونة | باستا | Pasta,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,food,أكلات,food-rice,question,ما الحبوب البيضاء التي تُقدم مع الكبسة والمندي؟,أرز | رز | Rice,NEW. يذكر الكبسة والمندي في السؤال — التلميح قوي جدًا، وصعوبة رياض أطفال.
NEW,KEEP,fast-answer,أسرع إجابة,food,أكلات,food-basbousa,question,ما الحلوى السميدية المشربة بالقطر والمنتشرة عربيًا؟,بسبوسة | Basbousa,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-1,question,ما عاصمة السعودية؟,الرياض | Riyadh,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-2,question,ما الدولة التي تقع فيها مدينة دبي؟,الإمارات | الإمارات العربية المتحدة | UAE,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-3,question,ما الدولة التي تشتهر ببرج إيفل؟,فرنسا | France,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-4,question,ما الدولة التي تقع فيها الأهرامات؟,مصر | Egypt,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-5,question,ما عاصمة اليابان؟,طوكيو | توكيو | Tokyo,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-6,question,ما الدولة التي تشتهر بتاج محل؟,الهند | India,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-7,question,ما الدولة التي تقع فيها مدينة إسطنبول؟,تركيا | Turkey,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-8,question,ما عاصمة المغرب؟,الرباط | Rabat,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-9,question,ما أكبر دولة في العالم من حيث المساحة؟,روسيا | Russia,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-10,question,ما الدولة التي تشتهر بالبيتزا والباستا؟,إيطاليا | Italy,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-11,question,ما الدولة التي تقع فيها مدينة أمستردام؟,هولندا | Netherlands | Nederland,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-12,question,ما عاصمة الأردن؟,عمّان | Amman,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-13,question,ما الدولة التي تقع فيها مدينة برشلونة؟,إسبانيا | Spain,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-14,question,ما عاصمة البرازيل؟,برازيليا | Brasilia,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-15,question,ما الدولة التي تقع فيها مدينة مكة؟,السعودية | المملكة العربية السعودية | Saudi Arabia,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-16,question,ما الدولة التي تقع فيها مدينة لندن؟,بريطانيا | المملكة المتحدة | UK | United Kingdom,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-17,question,ما عاصمة ألمانيا؟,برلين | Berlin,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-18,question,ما الدولة التي تشتهر بالكنغر؟,أستراليا | Australia,"ORIGINAL ID, replaced wording (كان Big Ben/بريطانيا). السؤال الحالي عن الكنغر/أستراليا جيد مبدئيًا لكن يحتاج تأكيد مالك لأنه لم يعد النص الأصلي."
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-19,question,ما الدولة التي تقع فيها مدينة نيويورك؟,أمريكا | الولايات المتحدة | USA | United States,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-20,question,ما عاصمة قطر؟,الدوحة | Doha,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-new-zealand,question,ما الدولة التي عاصمتها ويلينغتون؟,نيوزيلندا | نيوزيلاند | New Zealand,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-china-wall,question,ما الدولة التي فيها السور العظيم الشهير؟,الصين | China,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-usa-capital,question,ما عاصمة الولايات المتحدة؟,واشنطن | Washington | Washington DC,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,FIX,fast-answer,أسرع إجابة,countries,بلدان,countries-kuwait-capital,question,ما عاصمة الكويت؟,مدينة الكويت | الكويت | Kuwait City,NEW. يقبل «الكويت» كعاصمة، وهذا اسم الدولة لا المدينة.
NEW,FIX,fast-answer,أسرع إجابة,countries,بلدان,countries-mexico,question,ما الدولة التي تقع فيها مدينة مكسيكو سيتي؟,المكسيك | Mexico,NEW. نص السؤال يحتوي الإجابة بعد التطبيع.
NEW,KEEP,fast-answer,أسرع إجابة,countries,بلدان,countries-canada,question,ما الدولة التي تحمل ورقة القيقب الحمراء على علمها؟,كندا | Canada,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-greece,question,ما الدولة التي تشتهر بأثينا والبارثينون؟,اليونان | Greece,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-portugal,question,ما الدولة التي تقع فيها مدينة لشبونة؟,البرتغال | Portugal,NEW. نفس قالب «ما الدولة التي تقع فيها مدينة…».
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-korea,question,ما الدولة التي عاصمتها سيول؟,كوريا الجنوبية | South Korea,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-singapore,question,ما الدولة المدينة المعروفة بتمثال ميرليون؟,سنغافورة | Singapore,NEW. بلد إضافي بأسلوب قائمة أطلس أكثر من موضوع سالفة/تخمين ممتع.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-south-africa,question,ما الدولة التي تقع فيها مدينة كيب تاون؟,جنوب أفريقيا | South Africa,NEW. نفس قالب «ما الدولة التي تقع فيها مدينة…».
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-argentina,question,ما الدولة التي عاصمتها بوينس آيرس؟,الأرجنتين | Argentina,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-iraq,question,ما عاصمة العراق؟,بغداد | Baghdad,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-lebanon,question,ما عاصمة لبنان؟,بيروت | Beirut,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-syria,question,ما عاصمة سوريا؟,دمشق | Damascus,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-yemen,question,ما عاصمة اليمن؟,صنعاء | Sanaa,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-sudan,question,ما عاصمة السودان؟,الخرطوم | Khartoum,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-pakistan,question,ما عاصمة باكستان؟,إسلام آباد | Islamabad,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-russia-capital,question,ما عاصمة روسيا؟,موسكو | Moscow,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,countries,بلدان,countries-china-capital,question,ما عاصمة الصين؟,بكين | Beijing,NEW. نمط «ما عاصمة…» يحول الفئة إلى امتحان جغرافيا.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-1,question,في أي مسلسل يظهر والتر وايت؟,Breaking Bad | بريكنق باد | بريكنغ باد,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-2,question,من الشخصية الرئيسية في مسلسل Dexter؟,Dexter Morgan | ديكستر مورغان | ديكستر,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-3,question,في أي مسلسل توجد عائلة Stark؟,Game of Thrones | جيم أوف ثرونز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-4,question,ما اسم السجن الشهير في بداية مسلسل Prison Break؟,Fox River | فوكس ريفر,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-5,question,في أي مسلسل يظهر Tommy Shelby؟,Peaky Blinders | بيكي بلايندرز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-6,question,ما اسم المجموعة الخارقة في مسلسل The Boys؟,The Seven | السبعة | ذا سفن,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-7,question,في أي مسلسل يظهر Saul Goodman؟,Better Call Saul | بيتر كول سول,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-8,question,ما اسم المدينة التي تدور فيها أحداث Stranger Things؟,Hawkins | هوكينز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-9,question,في أي مسلسل يظهر Ragnar Lothbrok؟,Vikings | فايكنغز | فايكنجز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-10,question,ما اسم اللعبة القاتلة الشهيرة في مسلسل Squid Game؟,"Red Light, Green Light | الضوء الأحمر والضوء الأخضر",ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-11,question,في أي مسلسل يظهر Rick Grimes؟,The Walking Dead | ذا ووكينغ ديد,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-12,question,ما اسم المحقق الشهير في مسلسل Sherlock؟,Sherlock Holmes | شيرلوك هولمز | شيرلوك,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-13,question,في أي مسلسل تظهر شخصية Geralt of Rivia؟,The Witcher | ذا ويتشر,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-14,question,ما اسم عائلة التنين الرئيسية في House of the Dragon؟,Targaryen | تارغاريان | تارجيريان,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-15,question,في أي مسلسل يظهر Pablo Escobar كشخصية رئيسية؟,Narcos | ناركوس,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-16,question,ما اسم المحامي الرئيسي في مسلسل Suits؟,Harvey Specter | هارفي سبكتر | هارفي,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-17,question,في أي مسلسل يظهر Tony Soprano؟,The Sopranos | ذا سوبرانوز | سوبرانوز,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-18,question,ما اسم الشخصية التي يلعبها Pedro Pascal في The Last of Us؟,Joel | جويل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-19,question,في أي مسلسل تدور أحداث سرقة دار السك الإسبانية؟,Money Heist | La Casa de Papel | لا كاسا دي بابيل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-20,question,ما اسم المسلسل الذي تسقط فيه رحلة Oceanic 815؟,Lost | لوست,"ORIGINAL ID, replaced wording. Oceanic 815 → Lost أوضح من «الجزيرة»، لكن رقم الرحلة قد يكون صعبًا على جزء من المجموعة."
NEW,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-friends,question,في أي مسلسل تظهر راشيل ومونيكا وجوي؟,Friends | فريندز,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-office,question,في أي مسلسل يعمل مايكل سكوت مديرًا إقليميًا؟,The Office | ذا أوفيس,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-wednesday,question,ما اسم ابنة عائلة آدامز في مسلسل نتفليكس الأسود؟,Wednesday | وينزداي,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-dark,question,ما المسلسل الألماني عن السفر عبر الزمن في بلدة وندن؟,Dark | دارك,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-black-mirror,question,ما المسلسل ذو الحلقات المنفصلة عن التقنية والمستقبل المظلم؟,Black Mirror | بلاك ميرور,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-arcane,question,في أي مسلسل تظهر جينكس وفاين من عالم League of Legends؟,Arcane | أركين,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-bear,question,في أي مسلسل يدير كارمي مطعم سندويتشات في شيكاغو؟,The Bear | ذا بير,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-succession,question,في أي مسلسل تتصارع عائلة روي على إمبراطورية إعلامية؟,Succession | سكسيشن,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,FIX,fast-answer,أسرع إجابة,series,مسلسلات,series-eleven,question,ما اسم الفتاة ذات القدرات في Stranger Things؟,Eleven | إلسن,NEW. النقحرة «إلسن» غير طبيعية لـ Eleven؛ المتوقع إليفن/إلفن.
NEW,KEEP,fast-answer,أسرع إجابة,series,مسلسلات,series-daenerys,question,من هي أم التنانين في Game of Thrones؟,Daenerys | دينيريس | Khaleesi,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-professor,question,ما الاسم الرمزي لقائد السرقة في Money Heist؟,Professor | البروفيسور,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-peaky-city,question,في أي مدينة بريطانية تدور أحداث Peaky Blinders؟,Birmingham | برمنغهام,NEW. برمنغهام أصعب من السؤال عن المسلسل، وقد تُخلط مع لندن.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-walkers,question,كيف يُسمّى الزومبي غالبًا في The Walking Dead؟,Walkers | الووكرز,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-baker-street,question,ما عنوان منزل شيرلوك هولمز الشهير؟,221B Baker Street | بيكر ستريت,NEW. 221B صعب الكتابة في 15 ثانية.
NEW,NEEDS_REVIEW,fast-answer,أسرع إجابة,series,مسلسلات,series-narcos-country,question,في أي دولة تبدأ أحداث Narcos مع إسكوبار؟,كولومبيا | Colombia,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
